,Tweet,target,tokenized_tweet,cleaned_tweet
4597,"الرّداءة الرّداءة الرّداءة.... يجد المنشّط كلامًا يقوله, تكون أسئلته صبيانيّة, ثقيل الظلّ, أحد ضيوفه ثملاً يتصرّف كأنّه أحد سكارى الحانات الذّي تزيّن الخمرة حوله تصبح كلماته نوع هشام الخلصي.... أحد المحلّلين داعشي يتكلّم حلب منحاز لطرف ضدّ طرف النّزاع السّوري يسأل الضّيف (حسين الدّيك) البراميل تلقى حلب يصفعه الضّيف بإجابة أفحمته.... المشهد يقترب الدّراما برنامج تلفزي يروّح النّفس.... فمتى ستلتفت الـHAICA لمثل المهازل توقفها فورًا, فالـ HAICA ليست فقط لمعاقبة التّلفزات الإذاعات التّجاوزات نوع الإخلال بالحياء الثّلب الشّتم, أيضًا مجعولة لوقف المهازل الرّداءة .......",-1,الر داءة الر داءة الر داءة يجد المنش كلام يقوله تكون أسئلته صبياني ثقيل الظل أحد ضيوفه ثملا يتصر كأن أحد سكارى الحانات الذ تزي الخمرة حوله تصبح كلماته نوع هشام الخلصي أحد المحل لين داعشي يتكل حلب منحاز لطرف ضد طرف الن زاع الس وري يسأل الض يف حسين الد يك البراميل تلقى حلب يصفعه الض يف بإجابة أفحمته المشهد يقترب الد راما برنامج تلفزي يرو الن فس فمتى ستلتفت الـ لمثل المهازل توقفها فور فالـ ليست فقط لمعاقبة الت لفزات الإذاعات الت جاوزات نوع الإخلال بالحياء الث لب الش تم أيض مجعولة لوقف المهازل الر داءة,"['الر', 'داءة', 'الر', 'داءة', 'الر', 'داءة', 'يجد', 'المنش', 'كلام', 'يقوله', 'تكون', 'أسئلته', 'صبياني', 'ثقيل', 'الظل', 'أحد', 'ضيوفه', 'ثملا', 'يتصر', 'كأن', 'أحد', 'سكارى', 'الحانات', 'الذ', 'تزي', 'الخمرة', 'حوله', 'تصبح', 'كلماته', 'نوع', 'هشام', 'الخلصي', 'أحد', 'المحل', 'لين', 'داعشي', 'يتكل', 'حلب', 'منحاز', 'لطرف', 'ضد', 'طرف', 'الن', 'زاع', 'الس', 'وري', 'يسأل', 'الض', 'يف', 'حسين', 'الد', 'يك', 'البراميل', 'تلقى', 'حلب', 'يصفعه', 'الض', 'يف', 'بإجابة', 'أفحمته', 'المشهد', 'يقترب', 'الد', 'راما', 'برنامج', 'تلفزي', 'يرو', 'الن', 'فس', 'فمتى', 'ستلتفت', 'الـ', 'لمثل', 'المهازل', 'توقفها', 'فور', 'فالـ', 'ليست', 'فقط', 'لمعاقبة', 'الت', 'لفزات', 'الإذاعات', 'الت', 'جاوزات', 'نوع', 'الإخلال', 'بالحياء', 'الث', 'لب', 'الش', 'تم', 'أيض', 'مجعولة', 'لوقف', 'المهازل', 'الر', 'داءة']"
4598,Lahes tahan,-1,lahes tahan,"['lahes', 'tahan']"
4600,برافو سناجي جلول,1,برافو سناجي جلول,"['برافو', 'سناجي', 'جلول']"
4601,رجل لطيف وذكي ودائم الابتسامه الله عونه,1,رجل لطيف وذكي ودائم الابتسامه الله عونه,"['رجل', 'لطيف', 'وذكي', 'ودائم', 'الابتسامه', 'الله', 'عونه']"
4602,محلاك ريم قداش عندك شخصية ووهرة وكار هههههه,1,محلاك ريم قداش عندك شخصية ووهرة وكار هههههه,"['محلاك', 'ريم', 'قداش', 'عندك', 'شخصية', 'ووهرة', 'وكار', 'ههه']"
4603,مستواكم وتمثيلكم والقصة تافهة ومهياش امتاعنا حسبي الله ونعم الوكيل تمسخوا ولادنا وبناتنا,-1,مستواكم وتمثيلكم والقصة تافهة ومهياش امتاعنا حسبي الله ونعم الوكيل تمسخوا ولادنا وبناتنا,"['مستواكم', 'وتمثيلكم', 'والقصة', 'تافهة', 'ومهياش', 'امتاعنا', 'حسبي', 'الله', 'ونعم', 'الوكيل', 'تمسخوا', 'ولادنا', 'وبناتنا']"
4605,Bravo ahmed,1,bravo ahmed,"['bravo', 'ahmed']"
4606,malla hayawan hadha,-1,malla hayawan hadha,"['malla', 'hayawan', 'hadha']"
4607,الله تربحك تربح جابك البرنامج تربح الإعلام يحب يروج للخمج قاعدين نشوفوا,-1,الله تربحك تربح جابك البرنامج تربح الإعلام يحب يروج للخمج قاعدين نشوفوا,"['الله', 'تربحك', 'تربح', 'جابك', 'البرنامج', 'تربح', 'الإعلام', 'يحب', 'يروج', 'للخمج', 'قاعدين', 'نشوفوا']"
4609,walid etounsi tounsi elih leklem,1,walid etounsi tounsi elih leklem,"['walid', 'etounsi', 'tounsi', 'elih', 'leklem']"
4610,هاووو الجو بيدو محلاكم ربي يخليكم 😚😘😘😍😍,1,هاووو الجو بيدو محلاكم ربي يخليكم,"['هاووو', 'الجو', 'بيدو', 'محلاكم', 'ربي', 'يخليكم']"
4611,"أعوذ برب الفلق خلق""",-1,أعوذ برب الفلق خلق,"['أعوذ', 'برب', 'الفلق', 'خلق']"
4612,Massta lassta,-1,massta lassta,"['massta', 'lassta']"
4613,برجولية عجبتني ميسترو برسمي وليت صاحبي برافوووووو,1,برجولية عجبتني ميسترو برسمي وليت صاحبي برافوووووو,"['برجولية', 'عجبتني', 'ميسترو', 'برسمي', 'وليت', 'صاحبي', 'برافووو']"
4615,بصراحة معجبتنيش الفازة... اختي غلطت مستحيل نبيع اختي... نستر موش نصلح الغلط بلغلط.... سامي فهري معلم.... مسلسلاتو برشة تجاوزات ايديولجية صعب المجتمع يقبلها برغم موجودة فيه... والله شيء ايوقف المخ....,-1,بصراحة معجبتنيش الفازة اختي غلطت مستحيل نبيع اختي نستر موش نصلح الغلط بلغلط سامي فهري معلم مسلسلاتو برشة تجاوزات ايديولجية صعب المجتمع يقبلها برغم موجودة فيه والله شيء ايوقف المخ,"['بصراحة', 'معجبتنيش', 'الفازة', 'اختي', 'غلطت', 'مستحيل', 'نبيع', 'اختي', 'نستر', 'موش', 'نصلح', 'الغلط', 'بلغلط', 'سامي', 'فهري', 'معلم', 'مسلسلاتو', 'برشة', 'تجاوزات', 'ايديولجية', 'صعب', 'المجتمع', 'يقبلها', 'برغم', 'موجودة', 'فيه', 'والله', 'شيء', 'ايوقف', 'المخ']"
4616,اداء رائع.. ابداااع قول حقيقة👌👌👍,1,اداء رائع ابداااع قول حقيقة,"['اداء', 'رائع', 'ابداااع', 'قول', 'حقيقة']"
4618,Ui eejbetni Yasser ekhsousi bayrem eala omou,1,ui eejbetni yasser ekhsousi bayrem eala omou,"['ui', 'eejbetni', 'yasser', 'ekhsousi', 'bayrem', 'eala', 'omou']"
4621,Lokza saaaaahbi,-1,lokza saaaaahbi,"['lokza', 'saaaaahbi']"
4622,tbarkallah eléha sawet soura mayssa <e,1,tbarkallah el ha sawet soura mayssa,"['tbarkallah', 'el', 'ha', 'sawet', 'soura', 'mayssa']"
4623,Mahleha lhalqa mtae lila ouiadhetni barcha,1,mahleha lhalqa mtae lila ouiadhetni barcha,"['mahleha', 'lhalqa', 'mtae', 'lila', 'ouiadhetni', 'barcha']"
4624,رقاص مش متربي. فنان قلوو تقعد وهف. ملا حثالة,-1,رقاص مش متربي فنان قلوو تقعد وهف ملا حثالة,"['رقاص', 'مش', 'متربي', 'فنان', 'قلوو', 'تقعد', 'وهف', 'ملا', 'حثالة']"
4625,wow makhyebha manel mekhyeb ouineha hatha ouiné mefich heta manteq,-1,wow makhyebha manel mekhyeb ouineha hatha ouin mefich heta manteq,"['wow', 'makhyebha', 'manel', 'mekhyeb', 'ouineha', 'hatha', 'ouin', 'mefich', 'heta', 'manteq']"
4626,نقابي فاسد شوه الامن,-1,نقابي فاسد شوه الامن,"['نقابي', 'فاسد', 'شوه', 'الامن']"
4627,شعب تافه ساذج قناة تافهه,-1,شعب تافه ساذج قناة تافهه,"['شعب', 'تافه', 'ساذج', 'قناة', 'تافهه']"
4628,"وزير تربية موش متربي""",-1,وزير تربية موش متربي,"['وزير', 'تربية', 'موش', 'متربي']"
4629,توفيق الغربي عطاتو الدنيا عطاتو قناة الحمار التونسي باش يطلع يلعبهالنا بطل مناضل ..... amman marzanha brabi galeouha ammmmmmman ممسط ومبلدك وهف يلمك جمهووور يحب يقلك تڨعدي يااا حنانة --' يااا عيشة Lkoullhoum khoummmmmmmmeeeeeeejjjjjjjjjj شكيب عاطي للذل كارو قدام روني .. تافه tfouh elikom التفاهة والسفالة بعينها والحق فلي مستدعيه زاد شهر كرش امو رهو هبط خرية .. ممسطو :) ابو الركاكه البلاده T Brabi nahiwah Hal qerd mamsto sadqouni kif yebda yetkalam nbadel chaîne okhra maset laset مستوى منحط كعبة عبد الحميد الشيب العيب كرمك الله الشيخ تحيفة ( سهرية تتقال بزازل موش تلفزة ) qohb meizz eaaaaaaaaaaaaaaaaaaaaaaaaar ماااااااااسط ماااااااااسط wlh chay yaeml leaaar wlh howa yahki eala dostour .... Ti hatha aslan maeandouch lhaq yetkalem chay hatha haraaam raho ! Jaybino yahki normalment hatha lechaneq wlh mala kird wijh fokma متصورتكش امسخ لدرجة هاذي حقودي لعنة الله وعلي اخلاقك مرة Mala mahzla fashel aalekher Maasit الله يعجبني توا منيش عارف شكون سماه كوميدي زيد ميعرفش يحكي رك غلط قالك رك ضامر متكلماني توفيق mouch motrabi rached Mala khored نتاج تربية الراقصة العاهرة سعاد محاسن برا يلعن بوك وبو خوك وبو سعاد وبو لمين معاك عائلة زبالة العيب مش شيخ تحيفة العيب مقدم البرنامج نورمالمون مايساءلوش سؤال كيما ويقولو فسرلي بالنسبة للتمثيل فهو مبدع وماصاب يعودلنا المسلسل خطاب الباب مسلسل عمرو يتنسى Pfffff romdhan yrabhek yekhi ahna haka neichou tunis ????????,-1,توفيق الغربي عطاتو الدنيا عطاتو قناة الحمار التونسي باش يطلع يلعبهالنا بطل مناضل ممسط ومبلدك وهف يلمك جمهووور يحب يقلك تڨعدي يااا حنانة يااا عيشة شكيب عاطي للذل كارو قدام روني تافه التفاهة والسفالة بعينها والحق فلي مستدعيه زاد شهر كرش امو رهو هبط خرية ممسطو ابو الركاكه البلاده مستوى منحط كعبة عبد الحميد الشيب العيب كرمك الله الشيخ تحيفة سهرية تتقال بزازل موش تلفزة ماااااااااسط ماااااااااسط متصورتكش امسخ لدرجة هاذي حقودي لعنة الله وعلي اخلاقك مرة الله يعجبني توا منيش عارف شكون سماه كوميدي زيد ميعرفش يحكي رك غلط قالك رك ضامر متكلماني توفيق نتاج تربية الراقصة العاهرة سعاد محاسن برا يلعن بوك وبو خوك وبو سعاد وبو لمين معاك عائلة زبالة العيب مش شيخ تحيفة العيب مقدم البرنامج نورمالمون مايساءلوش سؤال كيما ويقولو فسرلي بالنسبة للتمثيل فهو مبدع وماصاب يعودلنا المسلسل خطاب الباب مسلسل عمرو يتنسى,"['توفيق', 'الغربي', 'عطاتو', 'الدنيا', 'عطاتو', 'قناة', 'الحمار', 'التونسي', 'باش', 'يطلع', 'يلعبهالنا', 'بطل', 'مناضل', 'ممسط', 'ومبلدك', 'وهف', 'يلمك', 'جمهووور', 'يحب', 'يقلك', 'تڨعدي', 'يااا', 'حنانة', 'يااا', 'عيشة', 'شكيب', 'عاطي', 'للذل', 'كارو', 'قدام', 'روني', 'تافه', 'التفاهة', 'والسفالة', 'بعينها', 'والحق', 'فلي', 'مستدعيه', 'زاد', 'شهر', 'كرش', 'امو', 'رهو', 'هبط', 'خرية', 'ممسطو', 'ابو', 'الركاكه', 'البلاده', 'مستوى', 'منحط', 'كعبة', 'عبد', 'الحميد', 'الشيب', 'العيب', 'كرمك', 'الله', 'الشيخ', 'تحيفة', 'سهرية', 'تتقال', 'بزازل', 'موش', 'تلفزة', 'ماااسط', 'ماااسط', 'متصورتكش', 'امسخ', 'لدرجة', 'هاذي', 'حقودي', 'لعنة', 'الله', 'وعلي', 'اخلاقك', 'مرة', 'الله', 'يعجبني', 'توا', 'منيش', 'عارف', 'شكون', 'سماه', 'كوميدي', 'زيد', 'ميعرفش', 'يحكي', 'رك', 'غلط', 'قالك', 'رك', 'ضامر', 'متكلماني', 'توفيق', 'نتاج', 'تربية', 'الراقصة', 'العاهرة', 'سعاد', 'محاسن', 'برا', 'يلعن', 'بوك', 'وبو', 'خوك', 'وبو', 'سعاد', 'وبو', 'لمين', 'معاك', 'عائلة', 'زبالة', 'العيب', 'مش', 'شيخ', 'تحيفة', 'العيب', 'مقدم', 'البرنامج', 'نورمالمون', 'مايساءلوش', 'سؤال', 'كيما', 'ويقولو', 'فسرلي', 'بالنسبة', 'للتمثيل', 'فهو', 'مبدع', 'وماصاب', 'يعودلنا', 'المسلسل', 'خطاب', 'الباب', 'مسلسل', 'عمرو', 'يتنسى']"
4630,Bravo meryem ben chaabene continue,1,bravo meryem ben chaabene continue,"['bravo', 'meryem', 'ben', 'chaabene', 'continue']"
4631,Machalha aelha rabi yeberk,1,machalha aelha rabi yeberk,"['machalha', 'aelha', 'rabi', 'yeberk']"
4632,Pf matehchemech eala rohik tehki hekaka chib waleib ehsibha bintik hatheka,-1,pf matehchemech eala rohik tehki hekaka chib waleib ehsibha bintik hatheka,"['pf', 'matehchemech', 'eala', 'rohik', 'tehki', 'hekaka', 'chib', 'waleib', 'ehsibha', 'bintik', 'hatheka']"
4633,الله لاتربحهم,-1,الله لاتربحهم,"['الله', 'لاتربحهم']"
4634,Ya mama mama zina bekoulha mahlaha,1,ya mama mama zina bekoulha mahlaha,"['ya', 'mama', 'mama', 'zina', 'bekoulha', 'mahlaha']"
4636,wallahi hedhi tetsama qelet torbia neqes rjoulia zeyed froukh talvza ...,-1,wallahi hedhi tetsama qelet torbia neqes rjoulia zeyed froukh talvza,"['wallahi', 'hedhi', 'tetsama', 'qelet', 'torbia', 'neqes', 'rjoulia', 'zeyed', 'froukh', 'talvza']"
4637,جعفور وللهي نحبوك برشا .. سيب علينا مالسراول الحمر #هبليه,1,جعفور وللهي نحبوك برشا سيب علينا مالسراول الحمر هبليه,"['جعفور', 'وللهي', 'نحبوك', 'برشا', 'سيب', 'علينا', 'مالسراول', 'الحمر', 'هبليه']"
4638,Mahlaha 'deafit eandha chakhsia maryouma,1,mahlaha ' deafit eandha chakhsia maryouma,"['mahlaha', ""'"", 'deafit', 'eandha', 'chakhsia', 'maryouma']"
4641,Mamstek karim,-1,mamstek karim,"['mamstek', 'karim']"
4642,Wallahi wallit khayfa yejina iesare yedamerna joret hal manather lemqalba tgaeed bara rawah tfouuuuh,-1,wallahi wallit khayfa yejina iesare yedamerna joret hal manather lemqalba tgaeed bara rawah tfouuuuh,"['wallahi', 'wallit', 'khayfa', 'yejina', 'iesare', 'yedamerna', 'joret', 'hal', 'manather', 'lemqalba', 'tgaeed', 'bara', 'rawah', 'tfouuuuh']"
4644,bravooooo hhh,1,bravooooo hhh,"['bravooooo', 'hhh']"
4645,الحق تعجبني مدام محرزية، مثال المرأة التونسية المثقفة اللي تعرف تحكي..,1,الحق تعجبني مدام محرزية مثال المرأة التونسية المثقفة اللي تعرف تحكي,"['الحق', 'تعجبني', 'مدام', 'محرزية', 'مثال', 'المرأة', 'التونسية', 'المثقفة', 'اللي', 'تعرف', 'تحكي']"
4646,Ykhawef sakhta,-1,ykhawef sakhta,"['ykhawef', 'sakhta']"
4647,لطفي راك ماسط فيق روحك صاحبي,-1,لطفي راك ماسط فيق روحك صاحبي,"['لطفي', 'راك', 'ماسط', 'فيق', 'روحك', 'صاحبي']"
4650,الممثلات إبداعا,1,الممثلات إبداعا,"['الممثلات', 'إبداعا']"
