,Tweet,target,tokenized_tweet,cleaned_tweet
1387,إغضب...فإن الارض تحزن يعتليها رجالا عاجزين هامدين الكرامة محرومين,-1,إغضب فإن الارض تحزن يعتليها رجالا عاجزين هامدين الكرامة محرومين,"['إغضب', 'فإن', 'الارض', 'تحزن', 'يعتليها', 'رجالا', 'عاجزين', 'هامدين', 'الكرامة', 'محرومين']"
1388,إغضب...فأنت تسحق أرضك بقيت ذليلا تستلذ دور المظلومين,-1,إغضب فأنت تسحق أرضك بقيت ذليلا تستلذ دور المظلومين,"['إغضب', 'فأنت', 'تسحق', 'أرضك', 'بقيت', 'ذليلا', 'تستلذ', 'دور', 'المظلومين']"
1389,نعود بالله جهد البلاء ودرك الشقاء وشماتة الأعداء وسؤ القضاء,-1,نعود بالله جهد البلاء ودرك الشقاء وشماتة الأعداء وسؤ القضاء,"['نعود', 'بالله', 'جهد', 'البلاء', 'ودرك', 'الشقاء', 'وشماتة', 'الأعداء', 'وسؤ', 'القضاء']"
1390,اغبى سؤال سمعته بحياتي,-1,اغبى سؤال سمعته بحياتي,"['اغبى', 'سؤال', 'سمعته', 'بحياتي']"
1391,تضامني الاساتدة المتدربين والله حشومة عليهم يضربو فيهم بداك الشكل,-1,تضامني الاساتدة المتدربين والله حشومة عليهم يضربو فيهم بداك الشكل,"['تضامني', 'الاساتدة', 'المتدربين', 'والله', 'حشومة', 'عليهم', 'يضربو', 'فيهم', 'بداك', 'الشكل']"
1392,الحقد الغيرة تديرهاش,-1,الحقد الغيرة تديرهاش,"['الحقد', 'الغيرة', 'تديرهاش']"
1393,سؤال يدل قمة لحقد المغرب,-1,سؤال يدل قمة لحقد المغرب,"['سؤال', 'يدل', 'قمة', 'لحقد', 'المغرب']"
1394,سؤال بليد عقلية متخلفة غارقة الحقد والكراهية النخاع،حتى اغبى الناس تخطر ببالهم اسئلة,-1,سؤال بليد عقلية متخلفة غارقة الحقد والكراهية النخاع حتى اغبى الناس تخطر ببالهم اسئلة,"['سؤال', 'بليد', 'عقلية', 'متخلفة', 'غارقة', 'الحقد', 'والكراهية', 'النخاع', 'حتى', 'اغبى', 'الناس', 'تخطر', 'ببالهم', 'اسئلة']"
1395,اللهم اغفر تعاقبنا فعل السفهاء منا اصبحنا نسب بعضنا نسب عرضنا,-1,اللهم اغفر تعاقبنا فعل السفهاء منا اصبحنا نسب بعضنا نسب عرضنا,"['اللهم', 'اغفر', 'تعاقبنا', 'فعل', 'السفهاء', 'منا', 'اصبحنا', 'نسب', 'بعضنا', 'نسب', 'عرضنا']"
1396,هاد فرنسيس هوما سباب البلاء؛ استعمروا البلدين الشقيقين كانو تخلف أمتهم الآن يفرقون بينهم يسهرون التواصل بينهم لأنهم ينعمون يحققون أرباح اقتصادية هائلة,-1,هاد فرنسيس هوما سباب البلاء استعمروا البلدين الشقيقين كانو تخلف أمتهم الآن يفرقون بينهم يسهرون التواصل بينهم لأنهم ينعمون يحققون أرباح اقتصادية هائلة,"['هاد', 'فرنسيس', 'هوما', 'سباب', 'البلاء', 'استعمروا', 'البلدين', 'الشقيقين', 'كانو', 'تخلف', 'أمتهم', 'الآن', 'يفرقون', 'بينهم', 'يسهرون', 'التواصل', 'بينهم', 'لأنهم', 'ينعمون', 'يحققون', 'أرباح', 'اقتصادية', 'هائلة']"
1397,عليكم ياعرب آلى الحد الانانية غسلو ادمغتكم سرقوا اموالكم تربية جيل حاقد المغرب وبدلو افكاركم وجوعوكم بخيراتكم وهتكوا اعراضكم,-1,عليكم ياعرب آلى الحد الانانية غسلو ادمغتكم سرقوا اموالكم تربية جيل حاقد المغرب وبدلو افكاركم وجوعوكم بخيراتكم وهتكوا اعراضكم,"['عليكم', 'ياعرب', 'آلى', 'الحد', 'الانانية', 'غسلو', 'ادمغتكم', 'سرقوا', 'اموالكم', 'تربية', 'جيل', 'حاقد', 'المغرب', 'وبدلو', 'افكاركم', 'وجوعوكم', 'بخيراتكم', 'وهتكوا', 'اعراضكم']"
1398,وسبحان الله حاسدينا زارنا شي واحد؟,-1,وسبحان الله حاسدينا زارنا شي واحد,"['وسبحان', 'الله', 'حاسدينا', 'زارنا', 'شي', 'واحد']"
1399,محاااال واش يدير بلاصتو فشي فرقة,-1,محاااال واش يدير بلاصتو فشي فرقة,"['محااال', 'واش', 'يدير', 'بلاصتو', 'فشي', 'فرقة']"
1400,الفضائح بالجملة وبالعملة الصعبة المجالات!!!,-1,الفضائح بالجملة وبالعملة الصعبة المجالات,"['الفضائح', 'بالجملة', 'وبالعملة', 'الصعبة', 'المجالات']"
1401,دولة مزيفة ومغشوشةوغشاشةوكرتونية، ماشي الدار البيضاء اللي كتفضحها قطرات المطر مناطق المغرب,-1,دولة مزيفة ومغشوشةوغشاشةوكرتونية ماشي الدار البيضاء اللي كتفضحها قطرات المطر مناطق المغرب,"['دولة', 'مزيفة', 'ومغشوشةوغشاشةوكرتونية', 'ماشي', 'الدار', 'البيضاء', 'اللي', 'كتفضحها', 'قطرات', 'المطر', 'مناطق', 'المغرب']"
1402,علاش يربي كايعطيناش الشتا. حيت قادينش عليها. بنيتنا التحتية يناسبها إلا الجفاف.,-1,علاش يربي كايعطيناش الشتا حيت قادينش عليها بنيتنا التحتية يناسبها إلا الجفاف,"['علاش', 'يربي', 'كايعطيناش', 'الشتا', 'حيت', 'قادينش', 'عليها', 'بنيتنا', 'التحتية', 'يناسبها', 'إلا', 'الجفاف']"
1403,مناظر مخجلة..يكفي تسقط قطرات الغيث ينتظره الكل تغرق شوارعنا وتشل الحركة كاشفة بؤس تجهيزاتنا وتردي حالة شوارعنا كبريات مدننا تجعلها ملمترات تئن تتنفس تحت الماء.,-1,مناظر مخجلة يكفي تسقط قطرات الغيث ينتظره الكل تغرق شوارعنا وتشل الحركة كاشفة بؤس تجهيزاتنا وتردي حالة شوارعنا كبريات مدننا تجعلها ملمترات تئن تتنفس تحت الماء,"['مناظر', 'مخجلة', 'يكفي', 'تسقط', 'قطرات', 'الغيث', 'ينتظره', 'الكل', 'تغرق', 'شوارعنا', 'وتشل', 'الحركة', 'كاشفة', 'بؤس', 'تجهيزاتنا', 'وتردي', 'حالة', 'شوارعنا', 'كبريات', 'مدننا', 'تجعلها', 'ملمترات', 'تئن', 'تتنفس', 'تحت', 'الماء']"
1404,خسرتُ الكثير زلتُ أخسر,-1,خسرت الكثير زلت أخسر,"['خسرت', 'الكثير', 'زلت', 'أخسر']"
1405,.أنهم تابعون الجار والمجرور ويمشون انتخابات نزيهة وماهي إلا طبخة جاهزة تنتظر الموافقة فقط .,-1,أنهم تابعون الجار والمجرور ويمشون انتخابات نزيهة وماهي إلا طبخة جاهزة تنتظر الموافقة فقط,"['أنهم', 'تابعون', 'الجار', 'والمجرور', 'ويمشون', 'انتخابات', 'نزيهة', 'وماهي', 'إلا', 'طبخة', 'جاهزة', 'تنتظر', 'الموافقة', 'فقط']"
1406,منتهى الاستهتار بمؤسسة البرلمان.,-1,منتهى الاستهتار بمؤسسة البرلمان,"['منتهى', 'الاستهتار', 'بمؤسسة', 'البرلمان']"
1407,لكل حادث حديث أش دخل الشأن الحزبي مناقشة قضايا المواطنين بمجلس النواب حيز زمني ضيق.,-1,لكل حادث حديث أش دخل الشأن الحزبي مناقشة قضايا المواطنين بمجلس النواب حيز زمني ضيق,"['لكل', 'حادث', 'حديث', 'أش', 'دخل', 'الشأن', 'الحزبي', 'مناقشة', 'قضايا', 'المواطنين', 'بمجلس', 'النواب', 'حيز', 'زمني', 'ضيق']"
1408,وهبي مستفز يحاول الظهور تحت مبدأ خالف تعرف. الأسف أسلوبه ضعيف يرقى ممثل الشعب.,-1,وهبي مستفز يحاول الظهور تحت مبدأ خالف تعرف الأسف أسلوبه ضعيف يرقى ممثل الشعب,"['وهبي', 'مستفز', 'يحاول', 'الظهور', 'تحت', 'مبدأ', 'خالف', 'تعرف', 'الأسف', 'أسلوبه', 'ضعيف', 'يرقى', 'ممثل', 'الشعب']"
1409,حسبي الله الوكيل .اش خصك العريان الامازيغية امولاي.حنا مفاهمين بالعربية,-1,حسبي الله الوكيل اش خصك العريان الامازيغية امولاي حنا مفاهمين بالعربية,"['حسبي', 'الله', 'الوكيل', 'اش', 'خصك', 'العريان', 'الامازيغية', 'امولاي', 'حنا', 'مفاهمين', 'بالعربية']"
1410,العالم فين وصل واحنا باقيين مقاتلين اللهجات واللغات. مابين التمزيغ والتعريب النسيج المغربي يتعرض للتمزيق طرف الحاقدين اللغة العربية وناطقيها.,-1,العالم فين وصل واحنا باقيين مقاتلين اللهجات واللغات مابين التمزيغ والتعريب النسيج المغربي يتعرض للتمزيق طرف الحاقدين اللغة العربية وناطقيها,"['العالم', 'فين', 'وصل', 'واحنا', 'باقيين', 'مقاتلين', 'اللهجات', 'واللغات', 'مابين', 'التمزيغ', 'والتعريب', 'النسيج', 'المغربي', 'يتعرض', 'للتمزيق', 'طرف', 'الحاقدين', 'اللغة', 'العربية', 'وناطقيها']"
1411,كلهم اصحاب مصالح تهمهم القدس قريب بعيد,-1,كلهم اصحاب مصالح تهمهم القدس قريب بعيد,"['كلهم', 'اصحاب', 'مصالح', 'تهمهم', 'القدس', 'قريب', 'بعيد']"
1412,ياريت ترفعوا شعارات وتنتفضو مشاكلنا الداخلية. باركا عليكوم,-1,ياريت ترفعوا شعارات وتنتفضو مشاكلنا الداخلية باركا عليكوم,"['ياريت', 'ترفعوا', 'شعارات', 'وتنتفضو', 'مشاكلنا', 'الداخلية', 'باركا', 'عليكوم']"
1413,تمر مدة طويلة استقبال مجرم صهيوني البرلمان.والان يصدحون بالشعارات اسراءيل وامريكا . منتهى النفاق,-1,تمر مدة طويلة استقبال مجرم صهيوني البرلمان والان يصدحون بالشعارات اسراءيل وامريكا منتهى النفاق,"['تمر', 'مدة', 'طويلة', 'استقبال', 'مجرم', 'صهيوني', 'البرلمان', 'والان', 'يصدحون', 'بالشعارات', 'اسراءيل', 'وامريكا', 'منتهى', 'النفاق']"
1414,لكل إنسان لهُ حلم الحياة إلا الفقير لينسى إنهُ قيد الحياة الأساس,-1,لكل إنسان له حلم الحياة إلا الفقير لينسى إنه قيد الحياة الأساس,"['لكل', 'إنسان', 'له', 'حلم', 'الحياة', 'إلا', 'الفقير', 'لينسى', 'إنه', 'قيد', 'الحياة', 'الأساس']"
1415,الفرج يارب دخيلك... متضايق كثير,-1,الفرج يارب دخيلك متضايق كثير,"['الفرج', 'يارب', 'دخيلك', 'متضايق', 'كثير']"
1416,حمارة,-1,حمارة,['حمارة']
1417,ارجع حلايقي ماشي داعية,-1,ارجع حلايقي ماشي داعية,"['ارجع', 'حلايقي', 'ماشي', 'داعية']"
1418,السلام أنتي شوف تيفي أكبر مونفقين هومة هد صحيفة شوف تيفي وﻻت مونفيقة,-1,السلام أنتي شوف تيفي أكبر مونفقين هومة هد صحيفة شوف تيفي مونفيقة,"['السلام', 'أنتي', 'شوف', 'تيفي', 'أكبر', 'مونفقين', 'هومة', 'هد', 'صحيفة', 'شوف', 'تيفي', 'مونفيقة']"
